rowID_P1,responseId_P1,duration_P1,startTime_P1,NAcount_P1,age,female,male,americanIndian,asian,black,latinx,pacificIslander,white,other,state,region,edu,edu_n,inc,poli_n,voteD,voteR,id_environmentalistP1,id_exaggeratedCrisisP1,id_spaceshipP1,id_ecoCatastropheP1,id_natureStrongerP1,id_humansAbusingEnviroP1,idIndexP1,pw_watchReadP1,pw_shareP1,pw_socialMediaConvoP1,pw_participateConvoP1,pw_startConvoP1,pwConverseIndexP1,pw_recycleP1,pw_lightsOffP1,pw_compostP1,pw_avoidMeatP1,pw_productImpactP1,pw_altTransportationP1,pw_reduceWaterP1,pw_reusableBottleP1,pw_washColdP1,pw_hangDryP1,pw_reusableBagsP1,pw_useDisposableProductsP1,pw_useKeurigP1,pw_usePlasticWaterP1,pwPEBsIndexP1,cc_SeriousnessP1,cc_HarmTimeP1,cc_PersonalHarmP1,ccIndexP1,cc_CauseP1,cc_CauseP1_n,wg_goodP1,wg_positiveP1,warmGlowIndexP1,intent_watchReadP1,intent_shareP1,intent_socialMediaConvoP1,intent_participateConvoP1,intent_startConvoP1,intentConverseIndexP1,intent_recycleP1,intent_lightsOffP1,intent_compostP1,intent_avoidMeatP1,intent_productImpactP1,intent_altTransportationP1,intent_reduceWaterP1,intent_reusableBottleP1,intent_washColdP1,intent_hangDryP1,intent_reusableBagsP1,intent_useDisposableProductsP1,intent_useKeurigP1,intent_usePlasticWaterP1,intentPEBsIndexP1,treatment,task,taskSpaced,wordCount,charity,taskTime,rowID_P2,responseId_P2,duration_P2,startTime_P2,NAcount_P2,id_environmentalistP2,id_exaggeratedCrisisP2,id_spaceshipP2,id_ecoCatastropheP2,id_natureStrongerP2,id_humansAbusingEnviroP2,idIndexP2,pw_watchReadP2,pw_shareP2,pw_socialMediaConvoP2,pw_participateConvoP2,pw_startConvoP2,pwConverseIndexP2,pw_recycleP2,pw_lightsOffP2,pw_compostP2,pw_avoidMeatP2,pw_productImpactP2,pw_altTransportationP2,pw_reduceWaterP2,pw_reusableBottleP2,pw_washColdP2,pw_hangDryP2,pw_reusableBagsP2,pw_useDisposableProductsP2,pw_useKeurigP2,pw_usePlasticWaterP2,pwPEBsIndexP2,cc_SeriousnessP2,cc_HarmTimeP2,cc_PersonalHarmP2,ccIndexP2,cc_CauseP2,cc_CauseP2_n,wg_goodP2,wg_positiveP2,warmGlowIndexP2,intent_watchReadP2,intent_shareP2,intent_socialMediaConvoP2,intent_participateConvoP2,intent_startConvoP2,intentConverseIndexP2,intent_recycleP2,intent_lightsOffP2,intent_compostP2,intent_avoidMeatP2,intent_productImpactP2,intent_altTransportationP2,intent_reduceWaterP2,intent_reusableBottleP2,intent_washColdP2,intent_hangDryP2,intent_reusableBagsP2,intent_useDisposableProductsP2,intent_useKeurigP2,intent_usePlasticWaterP2,intentPEBsIndexP2
396,R_1IympNgd0337JGd,13.666666666666666,10/3/19 11:36,0,31,1,0,0,0,0,0,0,1,0,California,West,Associates degree,3,32.5,0,0,0,1,7,7,7,7,7,0.33141261227541696,1,1,1,1,1,-0.8808374967070594,3,4,1,1,1,1,5,5,0,0,3,1,5,1,-0.7127954464100272,4,4,4,2.8830276443883776,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,7,7,1.6492795615012592,1,1,1,1,1,-1.720395189051487,3,5,1,1,1,1,5,5,0,0,5,1,5,1,-0.9718090286990652,extrinsic,"juliet, romeo, mercutio, now, paris, speak, grave, give, married, slain, gregory, montague, doth, hand, world, prince, peace, think, love, face, well, like, talk, black, mine, hear, know, thought, alone, watchman, heaven, young, farewell, warrant, shame, pardon, bed, god, word, dead, servant, peter, must, made, true, marry, take, sampson, soon, yet, exit, eyes, loves, hither, earth, musician, comes, earth, lord, word, hence, lady, house, blood, day, thursday, daughter, mistress, exeunt, mantua, holy, tonight, head, gentle, forth, place, grave, ladies, poison, sliain, light, banished, twenty, therefore, child, upon, benvolio, scene, let, cell, shall, day, laurence, never, nurse, man, friar, complete, sir, stand, may, say, see, news, without, pray, merry, within, balthasar, desperate, kinsmen, gone, woe, villain, away, bid, will, call, wit, two, life, lie, ere, die, little hour, faith, heart, part, bear, wife, art, nay, lips, time, ears, long, help, dear, years, haste, fall, soul, run, haste, mother, blood, house, heavy, hast, back, ground, breath, dream, beauty, straight, look, poor, much, princ",juliet  romeo  mercutio  now  paris  speak  grave  give  married  slain  gregory  montague  doth  hand  world  prince  peace  think  love  face  well  like  talk  black  mine  hear  know  thought  alone  watchman  heaven  young  farewell  warrant  shame  pardon  bed  god  word  dead  servant  peter  must  made  true  marry  take  sampson  soon  yet  exit  eyes  loves  hither  earth  musician  comes  earth  lord  word  hence  lady  house  blood  day  thursday  daughter  mistress  exeunt  mantua  holy  tonight  head  gentle  forth  place  grave  ladies  poison  sliain  light  banished  twenty  therefore  child  upon  benvolio  scene  let  cell  shall  day  laurence  never  nurse  man  friar  complete  sir  stand  may  say  see  news  without  pray  merry  within  balthasar  desperate  kinsmen  gone  woe  villain  away  bid  will  call  wit  two  life  lie  ere  die  little hour  faith  heart  part  bear  wife  art  nay  lips  time  ears  long  help  dear  years  haste  fall  soul  run  haste  mother  blood  house  heavy  hast  back  ground  breath  dream  beauty  straight  look  poor  much  princ,160,Environmental Defense Fund,5.0004,335,R_1gb801kvCNvOJkN,3.066666666666667,2019-10-10 15:02:29,0,1,7,7,7,7,7,0.360946336963833,5,5,5,5,5,3.286239527350675,4,4,1,1,1,1,4,4,0,0,3,5,5,5,0.6371076609718167,4,4,3,1.7395179673721841,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,7,7,1.6695415869720311,1,1,1,1,1,-1.6155157728049747,5,5,1,1,1,1,5,5,1,1,4,1,5,3,-0.7538917532131951
397,R_1M6bw3Fbwlh9wSZ,17.966666666666665,10/3/19 11:32,0,44,0,1,0,0,0,0,0,1,0,Michigan,Midwest,Bachelor's degree,5,62.5,2,1,0,7,7,7,7,7,7,0.9910130080779666,4,3,3,3,3,1.411807385380045,4,5,4,2,4,3,5,5,5,5,4,5,5,5,1.0013679441137873,4,4,4,2.8830276443883776,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,7,7,1.6492795615012592,5,5,5,5,5,1.2765239896629301,5,5,5,2,5,5,5,5,5,5,5,5,5,5,0.9840446081363166,control,"enter, come, peter, must, man, friar, exit, nothing, beauty, made, take, stay, sampson, yet, eyes, straight, gregory, slain, light, hath, true, nurse, dear, complete, paris, dead, now, mercutio, juliet, romeo, night, lady, shall, will, tybalt, good, benvolio, love, laurence, well, face, like, mine, hear, know, tell, upon, house, blood, scene, back, say, said, much, death, sir, keep, bid, call, early, servant, heart, part, true, take, art, can, one, gone, mother, thursday, banished, daughter, therefore, twenty, brig",enter  come  peter  must  man  friar  exit  nothing  beauty  made  take  stay  sampson  yet  eyes  straight  gregory  slain  light  hath  true  nurse  dear  complete  paris  dead  now  mercutio  juliet  romeo  night  lady  shall  will  tybalt  good  benvolio  love  laurence  well  face  like  mine  hear  know  tell  upon  house  blood  scene  back  say  said  much  death  sir  keep  bid  call  early  servant  heart  part  true  take  art  can  one  gone  mother  thursday  banished  daughter  therefore  twenty  brig,76,NA,5.002166666666667,296,R_2Ck9xcfIm6zZRbJ,8.4,2019-10-10 14:17:26,0,6,7,7,6,7,7,0.7885917666592783,3,3,3,2,3,0.9404097084845044,5,5,5,2,4,4,4,4,5,5,4,5,5,5,0.8726548725540078,4,4,4,2.776375813883019,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,7,7,1.6695415869720311,5,5,5,5,5,1.3552130495809562,5,5,5,2,5,5,5,5,5,5,5,5,5,5,1.0198938568991698
398,R_2S0jQkEidgGoOWW,30.7,10/3/19 11:20,0,29,1,0,0,0,0,0,0,1,0,District of Columbia,South,Bachelor's degree,5,87.5,2,1,0,5,6,6,6,5,7,0.30192997509925845,3,2,2,2,3,0.5728725906936989,4,4,2,4,4,5,4,5,5,3,5,4,5,4,0.6415520921047577,4,4,4,2.8830276443883776,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,7,7,1.6492795615012592,4,4,4,4,4,0.527294194984326,4,5,2,4,4,5,4,4,5,4,5,4,5,4,0.4853481674427715,control,"nurse, laurence, love, tybalt, good, mine, hear, know, alone, heaven, young, doth, montague, hand, warrant, farewell, shame, tell, sweet, wilt, face, well, like, talk, black, grief, none, best, name, escalus, tears, benvolio, master, answer, house, mother, daughter, never, banished, therefore, thursday, romeo, first, lady, bring, twenty, night, hast, find, exeunt, years, better, body, gone, holy, mantua, mercutio, now, servant, must, hath, paris, tonight, breath, speak, married, poison, light, peter, juliet, dream, head, forth, grave, slain, gregory, nothing, beauty, peter, made, true, heart, part, art, away, said, cell, tomorrow, ground, fair, friar, come, nurse, take, marry, sleep, law, part, wife, bear, can, one, much, eye, lie, die, put, rest, life, two, bid, call, said, away,",nurse  laurence  love  tybalt  good  mine  hear  know  alone  heaven  young  doth  montague  hand  warrant  farewell  shame  tell  sweet  wilt  face  well  like  talk  black  grief  none  best  name  escalus  tears  benvolio  master  answer  house  mother  daughter  never  banished  therefore  thursday  romeo  first  lady  bring  twenty  night  hast  find  exeunt  years  better  body  gone  holy  mantua  mercutio  now  servant  must  hath  paris  tonight  breath  speak  married  poison  light  peter  juliet  dream  head  forth  grave  slain  gregory  nothing  beauty  peter  made  true  heart  part  art  away  said  cell  tomorrow  ground  fair  friar  come  nurse  take  marry  sleep  law  part  wife  bear  can  one  much  eye  lie  die  put  rest  life  two  bid  call  said  away ,114,NA,5.000133333333333,298,R_6M7lFDcTSZHt1lv,3.6,2019-10-10 14:23:06,0,6,6,5,6,5,6,0.20607072168599894,3,2,2,2,2,0.2986049580915246,4,4,1,4,4,5,4,4,5,3,4,4,5,4,0.44637397897674796,4,4,4,2.776375813883019,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,7,7,1.6695415869720311,4,4,4,4,4,0.6125308439844734,5,5,2,4,4,5,4,4,5,4,4,4,5,4,0.532171705302551
399,R_1I3Hu28Z08f1lPx,14.683333333333334,10/3/19 11:38,0,26,0,1,0,0,1,0,0,1,1,Florida,South,Bachelor's degree,5,125,0,0,0,7,7,7,7,4,7,0.7244550771147088,1,1,1,1,1,-0.8808374967070594,5,5,1,1,5,1,5,5,5,1,1,5,5,5,0.02851453842184473,4,4,4,2.8830276443883776,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,7,7,1.6492795615012592,3,3,3,3,3,-0.22193559969427837,5,5,1,2,5,3,5,5,5,1,3,5,5,5,0.19136026851784968,extrinsic,"mercutio, juliet, romeo, capulet, shall, will, tybalt, doth, montague, heaven, young, alone, farewell, warrant, shame, happy, high, done, madam, hand, world, peace, prince, think, stand, may, old, pray, hence, father, quarrel, say, see, news, without, mine, hear, know, lord, word, god, cousin, complete, fair, long, help, dear, yet, exit, man, men, friar, eyes, sampson, soon, stay, flower, marry, made, peter, light, nothing, straight, gregory, light, lives, poison, forth head, breath, grave, dream, servant, exeunt, mantua, ground, hast, back, house, blood, mother, thursday, daughter, mistress, never, being, banished, twenty, therefore, poor, can, bid, call, wit, two, life, lie, die, little, hour, faith, wilt, child, hands, fall, soul, run, food, best, none, grief, black, talk, answer, move, master, cell, years, body, better, heavy, house, means, time, ears, silver, bear, villian, woe, scene, second, benvolio, laurence, love, good, tybalt,",mercutio  juliet  romeo  capulet  shall  will  tybalt  doth  montague  heaven  young  alone  farewell  warrant  shame  happy  high  done  madam  hand  world  peace  prince  think  stand  may  old  pray  hence  father  quarrel  say  see  news  without  mine  hear  know  lord  word  god  cousin  complete  fair  long  help  dear  yet  exit  man  men  friar  eyes  sampson  soon  stay  flower  marry  made  peter  light  nothing  straight  gregory  light  lives  poison  forth head  breath  grave  dream  servant  exeunt  mantua  ground  hast  back  house  blood  mother  thursday  daughter  mistress  never  being  banished  twenty  therefore  poor  can  bid  call  wit  two  life  lie  die  little  hour  faith  wilt  child  hands  fall  soul  run  food  best  none  grief  black  talk  answer  move  master  cell  years  body  better  heavy  house  means  time  ears  silver  bear  villian  woe  scene  second  benvolio  laurence  love  good  tybalt ,136,Environmental Defense Fund,5.000216666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,R_1r78UmXMqCIML9Y,12.733333333333333,10/3/19 11:40,0,60,1,0,0,0,0,0,0,1,0,New York,Northeast,Bachelor's degree,5,125,2,1,0,6,7,4,6,6,7,0.37657653904777605,3,2,2,3,3,0.7787584539275804,5,4,1,5,4,5,5,5,5,4,5,5,5,5,0.8907506456444275,4,4,3,1.9046564400549733,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,7,6,0.9444193023724641,5,4,5,5,5,1.1330218086668706,5,5,2,5,5,5,5,5,5,5,5,5,5,5,0.9558095345741711,intrinsic,"beauty,nothing,come,nurse,juliet,romeo,tybalt,love,laurence,benvolio,good,heaven,young,capulet,death,complete,friar,man,yet,eyes,doth,montague,sweet,well,face,banished,soul,see,may,god,bed,father,fair,dear,comes,desperate,old,hence,world,think,prince,news,mother,therefore,daughter,grave,made,marry,stay,sampson,soon,loves,kinsman,mistress,thursday,back,exeunt,servant,give,paris,gregory,gentle,place,forth,ground,blood,hast,tomorrow,can,light,enter,look,head,dream,straight,mercutio,art,escalus,second,find,lady,holy,act,die,much,",beauty nothing come nurse juliet romeo tybalt love laurence benvolio good heaven young capulet death complete friar man yet eyes doth montague sweet well face banished soul see may god bed father fair dear comes desperate old hence world think prince news mother therefore daughter grave made marry stay sampson soon loves kinsman mistress thursday back exeunt servant give paris gregory gentle place forth ground blood hast tomorrow can light enter look head dream straight mercutio art escalus second find lady holy act die much ,85,Environmental Defense Fund,5.000466666666667,312,R_2DYt2ArVMNVfUHi,4.5,2019-10-10 14:31:48,0,7,7,5,6,5,7,0.5141159015077059,2,2,2,3,3,0.5012748668528529,5,4,1,5,5,5,5,5,5,3,5,5,5,5,0.8049900013245643,4,4,4,2.776375813883019,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,7,7,1.6695415869720311,5,5,5,5,5,1.3552130495809562,5,5,1,5,5,5,5,5,5,4,5,5,5,5,0.9673115976590958
401,R_p5ycfwMAsvOcR6V,11.483333333333333,10/3/19 11:41,0,57,0,1,0,0,0,0,0,1,0,Louisiana,South,High school diploma or equivalent,2,62.5,-2,0,1,5,5,1,5,7,5,-0.4788409396815003,2,1,2,1,2,-0.2691601702364674,2,5,1,1,2,1,3,2,5,1,2,5,5,4,-0.23487334838144747,3,2,1,-3.3158178953113664,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,5,5,-1.213593316380251,4,2,3,2,4,-0.19711429020256085,4,5,1,1,4,1,4,4,5,1,2,5,5,3,-0.18482328410483853,intrinsic,"nothing, gregory, peter, must, made, marry, shop, take, come, stay, sampson, man, exit, eyes, loves, slain, light, lives, hath enter, nurse, friar, yet, men, dear, complete, earth, musician, speak, paris, now, heart, part, art, juliet, hay, lips, wife, time, fair, sir, death, lord, word, gentleman, god, bed, ever, letter, within, husband, send, whose, hold, breath, drum, head, servant, mercutio, exeunt, mantua, holy, gone, woe, villain, can, one, much, romeo, die, lie, two, ere, hour, faith, say, see, may, old, think, pray, hence, prince, capulet, upon, will, child, kill, fall, soul, son, act, sin, haste, shall, scene, second, better,",nothing  gregory  peter  must  made  marry  shop  take  come  stay  sampson  man  exit  eyes  loves  slain  light  lives  hath enter  nurse  friar  yet  men  dear  complete  earth  musician  speak  paris  now  heart  part  art  juliet  hay  lips  wife  time  fair  sir  death  lord  word  gentleman  god  bed  ever  letter  within  husband  send  whose  hold  breath  drum  head  servant  mercutio  exeunt  mantua  holy  gone  woe  villain  can  one  much  romeo  die  lie  two  ere  hour  faith  say  see  may  old  think  pray  hence  prince  capulet  upon  will  child  kill  fall  soul  son  act  sin  haste  shall  scene  second  better ,98,The Vermont Historical Society,5.001866666666667,188,R_T6OfBCP0mBsOErD,4.683333333333334,2019-10-10 13:38:01,0,5,6,2,5,7,6,-0.1242088029781982,3,2,2,2,2,0.2986049580915246,1,5,1,1,3,1,4,1,5,1,1,4,5,5,-0.14956288313689042,3,2,1,-3.507626499984168,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,5,5,-1.0461167510724536,4,3,4,4,4,0.47067969398969095,2,5,1,1,4,1,5,3,5,1,3,4,5,5,-0.00336735485875765
402,R_VIR4NejFGPu9JqF,14.566666666666666,10/3/19 11:38,0,30,0,1,0,0,0,0,0,1,0,New York,Northeast,Bachelor's degree,5,87.5,2,1,0,6,1,2,3,3,1,-1.6688629646983106,1,2,3,5,4,1.193840016807159,4,5,4,4,5,3,5,3,0,2,4,4,4,1,0.5059775010885416,4,1,3,-1.2859902278669193,There is no solid evidence that the Earth is getting warmer,1,6,5,-0.48701713656829093,4,4,3,5,4,0.5325470697897475,2,4,5,2,5,2,4,4,5,4,5,3,2,3,0.14170916383397714,extrinsic,"nurse, romeo, good, love, shall, night, day, like, well, death, complete, dear, man, say, one, can, gone,",nurse  romeo  good  love  shall  night  day  like  well  death  complete  dear  man  say  one  can  gone ,17,Environmental Defense Fund,5.0002,269,R_24oa1vqAFLGnZCp,0.8166666666666667,2019-10-10 14:10:45,0,6,4,7,5,5,7,0.27085936037886615,2,2,1,3,3,0.28629633390759174,4,4,2,1,5,3,5,4,4,0,5,2,3,1,-2.2003738372512738e-4,4,4,3,1.7395179673721841,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,7,6,0.9949499336364073,3,2,5,4,3,0.16063159004556965,5,3,4,3,3,5,3,3,1,1,5,3,4,2,-0.14989486055585988
403,R_2mXNKtAL2vPRbiN,8.7,10/3/19 11:45,0,26,0,1,0,0,0,0,0,1,0,New York,Northeast,Bachelor's degree,5,62.5,1,1,0,2,4,6,2,1,7,-0.970028004889016,4,2,3,4,4,1.5963216436320538,3,5,3,5,2,4,2,2,1,4,1,2,5,2,0.3255568792856074,2,3,3,-1.4321607454221965,The Earth is getting warmer mostly because of natural patterns in the Earth’s environment,2,6,2,-2.6015979139546763,2,4,4,4,4,0.20787992661491347,1,4,1,5,4,1,4,2,2,0,5,5,1,2,-0.391450159807952,control,"juliet, romeo, night, now, paris love, good, say, death, complete, man, mine, know, well, like let, away, lady, back",juliet  romeo  night  now  paris love  good  say  death  complete  man  mine  know  well  like let  away  lady  back,19,NA,5.000166666666667,275,R_A1ea97vjp3ulz9f,0.5166666666666667,2019-10-10 14:13:41,0,1,3,4,7,1,5,-1.0403685738409016,4,2,3,2,2,0.7288281779151331,1,2,3,4,5,1,5,4,0,5,4,4,3,5,0.22020047380793217,3,2,3,-1.433910806962498,The Earth is getting warmer mostly because of natural patterns in the Earth’s environment,2,3,3,-3.7617750891169384,5,2,4,4,4,0.4886324693654801,5,3,4,2,1,5,1,2,4,5,5,3,3,3,-0.08781095572454235
404,R_2akTXIG3evE4kAa,6.3,10/3/19 11:48,0,35,1,0,0,0,1,0,0,0,0,Iowa,Midwest,Bachelor's degree,5,32.5,2,1,0,6,6,6,6,2,6,0.018716700630989194,2,2,2,3,2,0.36997622589391166,4,5,5,4,5,4,4,5,4,4,4,1,2,1,0.3791143423915529,4,4,3,1.9046564400549733,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,5,7,0.19612720187733912,5,5,5,5,4,1.1203553006931297,5,5,4,4,5,5,5,5,4,5,4,1,1,2,0.5312985854679918,intrinsic,NA,NA,1,NA,NA,243,R_2D1wwpKggYC7m8C,3.3,2019-10-10 13:57:15,0,6,2,7,6,1,6,-0.26647492003035295,1,1,1,2,2,-0.5663515518596463,4,5,5,4,4,5,5,5,5,5,5,2,1,1,0.23896444043313203,3,4,4,1.678494037530037,There is no solid evidence that the Earth is getting warmer,1,6,6,0.31171241794978877,5,4,5,4,4,0.9156932771877885,5,5,5,4,5,4,5,5,4,5,5,1,2,1,0.5295292009016848
405,R_DBj859KexBLXJZL,12.4,10/3/19 11:42,0,41,1,0,0,0,0,0,0,1,0,New York,Northeast,Bachelor's degree,5,87.5,2,1,0,5,1,7,6,5,5,-0.261572596651817,3,2,5,5,3,1.7992154757061132,2,5,3,3,4,3,3,3,4,5,5,3,1,1,0.501278387450947,3,2,2,-2.3374466909779623,There is no solid evidence that the Earth is getting warmer,1,6,7,0.9227033816892992,3,3,2,1,2,-0.8155084118588468,4,2,3,2,3,3,3,3,0,5,4,2,5,2,-0.5974225870976329,control,"Nurse, romeo, juliet, come, shall, lady, day, away, well, like, know, tell, good, man, yet, give, marriage, paris, death, say, dead, sir, may, make,",Nurse  romeo  juliet  come  shall  lady  day  away  well  like  know  tell  good  man  yet  give  marriage  paris  death  say  dead  sir  may  make ,24,NA,5.0017,277,R_1Qzo0xJGKcANp0Q,0.6333333333333333,2019-10-10 14:15:31,0,4,1,7,3,7,4,-0.5724881648745946,3,2,1,2,4,0.4983016535432708,4,4,4,5,4,5,2,5,3,1,1,1,3,1,0.056633940028401435,4,1,2,-2.410660376111201,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,6,7,0.9863040712854125,5,5,4,2,3,0.4706002109645677,4,1,4,3,4,4,3,5,5,3,3,4,4,2,0.025679328927796233
406,R_30iMeGnPETMIHpb,18.066666666666666,10/3/19 11:36,0,43,1,0,0,0,0,0,0,1,0,Kentucky,South,Associates degree,3,62.5,0,0,0,6,7,7,7,7,7,0.8810796087775415,2,2,1,3,1,-0.03891193722375498,2,5,1,3,4,2,5,5,5,1,3,5,5,1,0.12253362610014366,4,4,4,2.8830276443883776,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,7,7,1.6492795615012592,5,4,4,4,4,0.6870013291690321,2,5,1,3,5,3,5,5,5,4,5,4,5,5,0.4738113143311314,intrinsic,"juliet, love, laurence, nurse, come, man, capulet, sir, death, dead, complete, montague, day, lady, now, paris, must, hath, tears, escalus, name, know, mine, sweet, tybalt, heaven, young, doth, old, think, pray, hence, father, god, word, lord, keep, shalt, husband, within, letter, blood, mother, daughter, thursday, banished, therefore, twenty, bring, mistress, hast, find, gone, woe, tonight, servant, head, breath, mercutio, art, one, can, much, see, die, bid, call, heart, part, poison, slain, gregory, nothing, peter, beauty, made, marry, stay, sampson, exit, eyes, loves, kinsman, every, leave, late, time, early, thing, look, bear, every, leave, hold, balthasar, desperate, musician, hither, soon, straight, many, exeunt, mantua, holy, dream, forth, gentle, law, wife, poor, two, wit, will, done, sorrow, heavy, put, ere, away, said, villain, news, without, bed, rest, sun, lips, poor, kiss, fear, lies, light, truewill, face, well, like, black, move",juliet  love  laurence  nurse  come  man  capulet  sir  death  dead  complete  montague  day  lady  now  paris  must  hath  tears  escalus  name  know  mine  sweet  tybalt  heaven  young  doth  old  think  pray  hence  father  god  word  lord  keep  shalt  husband  within  letter  blood  mother  daughter  thursday  banished  therefore  twenty  bring  mistress  hast  find  gone  woe  tonight  servant  head  breath  mercutio  art  one  can  much  see  die  bid  call  heart  part  poison  slain  gregory  nothing  peter  beauty  made  marry  stay  sampson  exit  eyes  loves  kinsman  every  leave  late  time  early  thing  look  bear  every  leave  hold  balthasar  desperate  musician  hither  soon  straight  many  exeunt  mantua  holy  dream  forth  gentle  law  wife  poor  two  wit  will  done  sorrow  heavy  put  ere  away  said  villain  news  without  bed  rest  sun  lips  poor  kiss  fear  lies  light  truewill  face  well  like  black  move,138,Environmental Defense Fund,5.000816666666666,286,R_1jfiduxoHoBUooi,14.766666666666667,2019-10-10 14:04:44,0,6,7,7,7,7,7,0.8909616557357637,2,2,1,3,3,0.28629633390759174,4,4,1,3,4,2,4,5,5,1,4,5,5,5,0.3411902341380922,4,4,4,2.776375813883019,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,7,7,1.6695415869720311,4,3,3,5,5,0.6249898085553327,4,5,1,3,5,4,5,5,5,2,5,5,5,5,0.5607218528146853
407,R_3ELpref2bpNXXTo,9.25,10/3/19 11:45,0,36,0,1,0,0,0,0,0,1,0,Florida,South,Bachelor's degree,5,62.5,0,0,0,1,3,1,3,3,5,-1.650113120934064,2,1,1,2,3,-0.0601763407587659,1,3,1,1,1,1,1,1,4,4,1,3,5,5,-0.5032054653080167,3,2,2,-2.3374466909779623,The Earth is getting warmer mostly because of natural patterns in the Earth’s environment,2,4,4,-2.6450297553210063,3,1,1,3,3,-0.7935388774090137,3,3,1,1,1,1,1,1,5,4,1,2,3,5,-0.943790475937827,extrinsic,"beauty, nothing, peter, must, made, show, marry, take, sleep, come, stay, flower, sampson, soon, exit, eyes, loves, indeed, kinsman, hither, straight, gregory, light, lives, true, nurse, others, man, men, yet, friend, musician, desperate, killed, many, fight, poison, slain, real, law, enter, sound, maid, dear, woeful, complete, earth, comes, balthasar, hold, whose, fuck, married, gentle, forth, ladies, grave, give, place, head, speak, paris, breath, dream, tonight, now, servant, behold, heart, part, wife, bear, art, rich, bound, nay, lips, time, sword, thing, dark, look, fear, lies, poor, kiss, need, great, early, sun, rest, much, ill, wall, can, one, sir, woes, late, keep, dead, late, cousin, word, lord, gentleman, every, send, leave, beach, husband, within, letter, ever, bed, sick, put, mantua, holy, gone, ground, exeunt, tomorrow, back, hast, first, house, lady, blood, mother, thursday, daughter, mistress, banished, therefore, twenty, boring, face, good, mine, hear, know, alone, heave",beauty  nothing  peter  must  made  show  marry  take  sleep  come  stay  flower  sampson  soon  exit  eyes  loves  indeed  kinsman  hither  straight  gregory  light  lives  true  nurse  others  man  men  yet  friend  musician  desperate  killed  many  fight  poison  slain  real  law  enter  sound  maid  dear  woeful  complete  earth  comes  balthasar  hold  whose  fuck  married  gentle  forth  ladies  grave  give  place  head  speak  paris  breath  dream  tonight  now  servant  behold  heart  part  wife  bear  art  rich  bound  nay  lips  time  sword  thing  dark  look  fear  lies  poor  kiss  need  great  early  sun  rest  much  ill  wall  can  one  sir  woes  late  keep  dead  late  cousin  word  lord  gentleman  every  send  leave  beach  husband  within  letter  ever  bed  sick  put  mantua  holy  gone  ground  exeunt  tomorrow  back  hast  first  house  lady  blood  mother  thursday  daughter  mistress  banished  therefore  twenty  boring  face  good  mine  hear  know  alone  heave,144,The Vermont Historical Society,5.002083333333333,311,R_1los6o4zmXspRct,2.8,2019-10-10 14:31:07,0,1,3,1,2,3,3,-1.9209836307955082,2,1,3,2,3,0.28618781510772706,4,2,1,1,1,1,1,1,5,5,3,5,5,1,-0.31888754832673516,1,2,1,-5.703390052690132,The Earth is getting warmer mostly because of natural patterns in the Earth’s environment,2,4,4,-2.4039459200946958,4,1,1,4,4,-0.24309812949810422,4,2,1,1,1,1,1,1,5,5,4,5,5,5,-0.48725369955336206
